sim_time,node,is_attacker,f1_pkt_rate,f2_mean_rate,f3_burst_ratio,f4_rate_change,f5_rate_trend,f6_flow_duration,f7_activity_ratio,f8_cell_zscore,f9_consecutive,f10_peak_rate
75.0,attacker[2],1,0.009,0.0181,0.024862,0.013,0.49925,0.246667,1.0,0.0,1.0,0.025
76.0,ue[0],0,0.011,0.0102,0.053922,0.005,0.500917,0.25,1.0,0.0,1.0,0.018
76.0,ue[1],0,0.009,0.0095,0.047368,0.002,0.500333,0.25,1.0,0.0,1.0,0.022
76.0,ue[2],0,0.012,0.0091,0.065934,0.0,0.5015,0.25,1.0,0.00704,1.0,0.018
76.0,ue[3],0,0.009,0.0092,0.048913,0.003,0.499583,0.25,1.0,0.0,1.0,0.016
76.0,ue[4],0,0.007,0.0095,0.036842,0.003,0.498083,0.25,1.0,0.0,1.0,0.019
76.0,attacker[0],1,0.019,0.0196,0.048469,0.003,0.500917,0.25,1.0,0.401299,1.0,0.027
76.0,attacker[1],1,0.014,0.0168,0.041667,0.002,0.497,0.25,1.0,0.119686,1.0,0.029
76.0,attacker[2],1,0.014,0.0173,0.040462,0.005,0.496583,0.25,1.0,0.119686,1.0,0.025
77.0,ue[0],0,0.01,0.0099,0.050505,0.001,0.498083,0.253333,1.0,0.0,1.0,0.018
77.0,ue[1],0,0.008,0.0093,0.043011,0.001,0.499917,0.253333,1.0,0.0,1.0,0.022
77.0,ue[2],0,0.013,0.0093,0.069892,0.001,0.50125,0.253333,1.0,0.0,1.0,0.018
77.0,ue[3],0,0.015,0.0098,0.076531,0.006,0.501,0.253333,1.0,0.097307,1.0,0.016
77.0,ue[4],0,0.011,0.01,0.055,0.004,0.498667,0.253333,1.0,0.0,1.0,0.019
77.0,attacker[0],1,0.012,0.019,0.031579,0.007,0.496583,0.253333,1.0,0.0,1.0,0.027
77.0,attacker[1],1,0.019,0.0171,0.055556,0.005,0.49875,0.253333,1.0,0.319722,1.0,0.029
77.0,attacker[2],1,0.018,0.0172,0.052326,0.004,0.5005,0.253333,1.0,0.264118,1.0,0.025
78.0,ue[0],0,0.009,0.0105,0.042857,0.001,0.49725,0.256667,1.0,0.0,1.0,0.018
78.0,ue[1],0,0.013,0.0095,0.068421,0.005,0.500417,0.256667,1.0,0.030861,1.0,0.022
78.0,ue[2],0,0.01,0.0095,0.052632,0.003,0.499917,0.256667,1.0,0.0,1.0,0.018
78.0,ue[3],0,0.011,0.01,0.055,0.004,0.501667,0.256667,1.0,0.0,1.0,0.016
78.0,ue[4],0,0.009,0.01,0.045,0.002,0.500333,0.256667,1.0,0.0,1.0,0.019
78.0,attacker[0],1,0.017,0.0184,0.046196,0.005,0.496417,0.256667,1.0,0.277746,1.0,0.027
78.0,attacker[1],1,0.018,0.0176,0.051136,0.001,0.50075,0.256667,1.0,0.339467,1.0,0.029
78.0,attacker[2],1,0.013,0.0164,0.039634,0.005,0.50025,0.256667,1.0,0.030861,1.0,0.025
79.0,ue[0],0,0.009,0.01,0.045,0.0,0.498333,0.26,1.0,0.0,1.0,0.018
79.0,ue[1],0,0.013,0.0101,0.064356,0.0,0.501833,0.26,1.0,0.0,1.0,0.022
79.0,ue[2],0,0.012,0.0103,0.058252,0.002,0.499333,0.26,1.0,0.0,1.0,0.018
79.0,ue[3],0,0.015,0.0106,0.070755,0.004,0.5005,0.26,1.0,0.032292,1.0,0.016
79.0,ue[4],0,0.012,0.0104,0.057692,0.003,0.500583,0.26,1.0,0.0,1.0,0.019
79.0,attacker[0],1,0.016,0.0184,0.043478,0.001,0.499417,0.26,1.0,0.083958,1.0,0.027
79.0,attacker[1],1,0.023,0.0187,0.061497,0.005,0.502083,0.26,1.0,0.445625,1.0,0.029
79.0,attacker[2],1,0.015,0.0155,0.048387,0.002,0.500167,0.26,1.0,0.032292,1.0,0.025
80.0,ue[0],0,0.012,0.0105,0.057143,0.003,0.50025,0.263333,1.0,0.0,1.0,0.018
80.0,ue[1],0,0.016,0.0108,0.074074,0.003,0.50225,0.263333,1.0,0.061135,1.0,0.022
80.0,ue[2],0,0.014,0.0109,0.06422,0.002,0.500667,0.263333,1.0,0.0,1.0,0.018
80.0,ue[3],0,0.013,0.0114,0.057018,0.002,0.501167,0.263333,1.0,0.0,1.0,0.016
80.0,ue[4],0,0.005,0.01,0.025,0.007,0.49975,0.263333,1.0,0.0,1.0,0.019
80.0,attacker[0],1,0.019,0.018,0.052778,0.003,0.50075,0.263333,1.0,0.194519,1.0,0.027
80.0,attacker[1],1,0.019,0.0189,0.050265,0.004,0.502,0.263333,1.0,0.194519,1.0,0.029
80.0,attacker[2],1,0.019,0.0161,0.059006,0.004,0.501,0.263333,1.0,0.194519,1.0,0.025
81.0,ue[0],0,0.014,0.0116,0.060345,0.002,0.501833,0.266667,1.0,0.044461,1.0,0.018
81.0,ue[1],0,0.007,0.0105,0.033333,0.009,0.500083,0.266667,1.0,0.0,1.0,0.022
81.0,ue[2],0,0.008,0.0108,0.037037,0.006,0.499667,0.266667,1.0,0.0,1.0,0.018
81.0,ue[3],0,0.012,0.0121,0.049587,0.001,0.499417,0.266667,1.0,0.0,1.0,0.016
81.0,ue[4],0,0.007,0.0098,0.035714,0.002,0.497667,0.266667,1.0,0.0,1.0,0.019
81.0,attacker[0],1,0.017,0.0178,0.047753,0.002,0.5015,0.266667,1.0,0.163025,1.0,0.027
81.0,attacker[1],1,0.016,0.0188,0.042553,0.003,0.49875,0.266667,1.0,0.123504,1.0,0.029
81.0,attacker[2],1,0.022,0.0165,0.066667,0.003,0.502583,0.266667,1.0,0.360631,1.0,0.025
82.0,ue[0],0,0.005,0.0113,0.022124,0.009,0.49975,0.27,1.0,0.0,1.0,0.018
82.0,ue[1],0,0.009,0.0101,0.044554,0.002,0.497,0.27,1.0,0.0,1.0,0.022
82.0,ue[2],0,0.009,0.0108,0.041667,0.001,0.49825,0.27,1.0,0.0,1.0,0.018
82.0,ue[3],0,0.016,0.0121,0.066116,0.004,0.5005,0.27,1.0,0.12189,1.0,0.016
82.0,ue[4],0,0.008,0.0094,0.042553,0.001,0.499417,0.27,1.0,0.0,1.0,0.019
82.0,attacker[0],1,0.018,0.0185,0.048649,0.001,0.500083,0.27,1.0,0.196899,1.0,0.027
82.0,attacker[1],1,0.021,0.0187,0.05615,0.005,0.49925,0.27,1.0,0.309413,1.0,0.029
82.0,attacker[2],1,0.016,0.0162,0.049383,0.006,0.501667,0.27,1.0,0.12189,1.0,0.025
83.0,ue[0],0,0.014,0.0118,0.059322,0.009,0.498917,0.273333,1.0,0.23094,1.0,0.018
83.0,ue[1],0,0.007,0.0102,0.034314,0.002,0.498,0.273333,1.0,0.0,1.0,0.022
83.0,ue[2],0,0.012,0.0113,0.053097,0.003,0.499583,0.273333,1.0,0.11547,1.0,0.018
83.0,ue[3],0,0.005,0.0116,0.021552,0.011,0.498583,0.273333,1.0,0.0,1.0,0.016
83.0,ue[4],0,0.007,0.0087,0.04023,0.001,0.49975,0.273333,1.0,0.0,1.0,0.019
83.0,attacker[0],1,0.008,0.0172,0.023256,0.01,0.497833,0.273333,1.0,0.0,1.0,0.027
83.0,attacker[1],1,0.012,0.0179,0.03352,0.009,0.498583,0.273333,1.0,0.11547,1.0,0.029
83.0,attacker[2],1,0.015,0.0163,0.046012,0.001,0.498417,0.273333,1.0,0.288675,1.0,0.025
84.0,ue[0],0,0.012,0.0112,0.053571,0.002,0.501333,0.276667,1.0,0.022547,1.0,0.018
84.0,ue[1],0,0.004,0.0097,0.020619,0.003,0.497417,0.276667,1.0,0.0,1.0,0.022
84.0,ue[2],0,0.005,0.0107,0.023364,0.007,0.499083,0.276667,1.0,0.0,1.0,0.018
84.0,ue[3],0,0.011,0.0119,0.046218,0.006,0.497167,0.276667,1.0,0.0,1.0,0.016
84.0,ue[4],0,0.01,0.0086,0.05814,0.003,0.500917,0.276667,1.0,0.0,1.0,0.019
84.0,attacker[0],1,0.015,0.0163,0.046012,0.007,0.49675,0.276667,1.0,0.130775,1.0,0.027
84.0,attacker[1],1,0.023,0.0181,0.063536,0.011,0.499417,0.276667,1.0,0.419383,1.0,0.029
84.0,attacker[2],1,0.011,0.0152,0.036184,0.004,0.497,0.276667,1.0,0.0,1.0,0.025
85.0,ue[0],0,0.016,0.0112,0.071429,0.004,0.5015,0.28,1.0,0.26401,1.0,0.018
85.0,ue[1],0,0.013,0.0099,0.065657,0.009,0.500417,0.28,1.0,0.082975,1.0,0.022
85.0,ue[2],0,0.01,0.0105,0.047619,0.005,0.498917,0.28,1.0,0.0,1.0,0.018
85.0,ue[3],0,0.009,0.0116,0.038793,0.002,0.4995,0.28,1.0,0.0,1.0,0.016
85.0,ue[4],0,0.007,0.0083,0.042169,0.003,0.500583,0.28,1.0,0.0,1.0,0.019
85.0,attacker[0],1,0.015,0.0156,0.048077,0.0,0.500333,0.28,1.0,0.203665,1.0,0.027
85.0,attacker[1],1,0.008,0.0173,0.023121,0.015,0.499583,0.28,1.0,0.0,1.0,0.029
85.0,attacker[2],1,0.015,0.0158,0.047468,0.004,0.497667,0.28,1.0,0.203665,1.0,0.025
86.0,ue[0],0,0.011,0.0112,0.049107,0.005,0.501583,0.283333,1.0,0.0,1.0,0.018
86.0,ue[1],0,0.011,0.0101,0.054455,0.002,0.502667,0.283333,1.0,0.0,1.0,0.022
86.0,ue[2],0,0.008,0.0101,0.039604,0.002,0.500167,0.283333,1.0,0.0,1.0,0.018
86.0,ue[3],0,0.012,0.0119,0.05042,0.003,0.499917,0.283333,1.0,0.016064,1.0,0.016
86.0,ue[4],0,0.007,0.0083,0.042169,0.0,0.499333,0.283333,1.0,0.0,1.0,0.019
86.0,attacker[0],1,0.015,0.0152,0.049342,0.0,0.500667,0.283333,1.0,0.208837,1.0,0.027
86.0,attacker[1],1,0.017,0.0176,0.048295,0.009,0.496917,0.283333,1.0,0.337352,1.0,0.029
86.0,attacker[2],1,0.013,0.0157,0.041401,0.002,0.5,0.283333,1.0,0.080322,1.0,0.025
87.0,ue[0],0,0.006,0.0108,0.027778,0.005,0.49725,0.286667,1.0,0.0,1.0,0.018
87.0,ue[1],0,0.01,0.0103,0.048544,0.001,0.50125,0.286667,1.0,0.0,1.0,0.022
87.0,ue[2],0,0.014,0.0102,0.068627,0.006,0.501,0.286667,1.0,0.13364,1.0,0.018
87.0,ue[3],0,0.006,0.011,0.027273,0.006,0.500333,0.286667,1.0,0.0,1.0,0.016
87.0,ue[4],0,0.009,0.0081,0.055556,0.002,0.5,0.286667,1.0,0.0,1.0,0.019
87.0,attacker[0],1,0.017,0.0157,0.05414,0.002,0.501667,0.286667,1.0,0.27943,1.0,0.027
87.0,attacker[1],1,0.011,0.0168,0.032738,0.006,0.499833,0.286667,1.0,0.0,1.0,0.029
87.0,attacker[2],1,0.017,0.0156,0.054487,0.004,0.500667,0.286667,1.0,0.27943,1.0,0.025
88.0,ue[0],0,0.015,0.0114,0.065789,0.009,0.49875,0.29,1.0,0.018472,1.0,0.018
88.0,ue[1],0,0.018,0.0108,0.083333,0.008,0.502333,0.29,1.0,0.166252,1.0,0.022
88.0,ue[2],0,0.01,0.0102,0.04902,0.004,0.502167,0.29,1.0,0.0,1.0,0.018
88.0,ue[3],0,0.009,0.0108,0.041667,0.003,0.498417,0.29,1.0,0.0,1.0,0.016
88.0,ue[4],0,0.013,0.0085,0.076471,0.004,0.5015,0.29,1.0,0.0,1.0,0.019
88.0,attacker[0],1,0.02,0.016,0.0625,0.003,0.50175,0.29,1.0,0.264772,1.0,0.027
88.0,attacker[1],1,0.02,0.017,0.058824,0.009,0.49975,0.29,1.0,0.264772,1.0,0.029
88.0,attacker[2],1,0.012,0.0155,0.03871,0.005,0.50075,0.29,1.0,0.0,1.0,0.025
89.0,ue[0],0,0.013,0.0118,0.055085,0.002,0.5015,0.293333,1.0,0.033767,1.0,0.018
89.0,ue[1],0,0.009,0.0104,0.043269,0.009,0.501083,0.293333,1.0,0.0,1.0,0.022
89.0,ue[2],0,0.009,0.0099,0.045455,0.001,0.499417,0.293333,1.0,0.0,1.0,0.018
89.0,ue[3],0,0.009,0.0102,0.044118,0.0,0.5,0.293333,1.0,0.0,1.0,0.016
89.0,ue[4],0,0.005,0.0078,0.032051,0.008,0.500667,0.293333,1.0,0.0,1.0,0.019
89.0,attacker[0],1,0.013,0.0157,0.041401,0.007,0.500417,0.293333,1.0,0.033767,1.0,0.027
89.0,attacker[1],1,0.016,0.0163,0.04908,0.004,0.503,0.293333,1.0,0.149539,1.0,0.029
89.0,attacker[2],1,0.023,0.0163,0.070552,0.011,0.50125,0.293333,1.0,0.419673,1.0,0.025
90.0,ue[0],0,0.015,0.0121,0.061983,0.002,0.501667,0.296667,1.0,0.009295,1.0,0.018
90.0,ue[1],0,0.014,0.0102,0.068627,0.005,0.49925,0.296667,1.0,0.0,1.0,0.022
90.0,ue[2],0,0.008,0.0093,0.043011,0.001,0.498917,0.296667,1.0,0.0,1.0,0.018
90.0,ue[3],0,0.015,0.0104,0.072115,0.006,0.5015,0.296667,1.0,0.009295,1.0,0.016
90.0,ue[4],0,0.01,0.0083,0.060241,0.005,0.498917,0.296667,1.0,0.0,1.0,0.019
90.0,attacker[0],1,0.017,0.0155,0.054839,0.004,0.498833,0.296667,1.0,0.083653,1.0,0.027
90.0,attacker[1],1,0.027,0.0171,0.078947,0.011,0.50275,0.296667,1.0,0.455445,1.0,0.029
90.0,attacker[2],1,0.012,0.0156,0.038462,0.011,0.50175,0.296667,1.0,0.0,1.0,0.025
91.0,ue[0],0,0.006,0.0113,0.026549,0.009,0.499583,0.3,1.0,0.0,1.0,0.018
91.0,ue[1],0,0.009,0.0104,0.043269,0.005,0.499583,0.3,1.0,0.0,1.0,0.022
91.0,ue[2],0,0.008,0.0093,0.043011,0.0,0.4985,0.3,1.0,0.0,1.0,0.018
91.0,ue[3],0,0.011,0.0103,0.053398,0.004,0.5025,0.3,1.0,0.041134,1.0,0.016
91.0,ue[4],0,0.008,0.0084,0.047619,0.002,0.5,0.3,1.0,0.0,1.0,0.019
91.0,attacker[0],1,0.013,0.0151,0.043046,0.004,0.499167,0.3,1.0,0.172765,1.0,0.027
91.0,attacker[1],1,0.016,0.0171,0.046784,0.011,0.502917,0.3,1.0,0.37021,1.0,0.029
91.0,attacker[2],1,0.012,0.0146,0.041096,0.0,0.497333,0.3,1.0,0.10695,1.0,0.025
92.0,ue[0],0,0.017,0.0125,0.068,0.011,0.498583,0.303333,1.0,0.22711,1.0,0.018
92.0,ue[1],0,0.014,0.0109,0.06422,0.005,0.498917,0.303333,1.0,0.032444,1.0,0.022
92.0,ue[2],0,0.014,0.0098,0.071429,0.006,0.501,0.303333,1.0,0.032444,1.0,0.018
92.0,ue[3],0,0.008,0.0095,0.042105,0.003,0.49925,0.303333,1.0,0.0,1.0,0.016
92.0,ue[4],0,0.013,0.0089,0.073034,0.005,0.500583,0.303333,1.0,0.0,1.0,0.019
92.0,attacker[0],1,0.014,0.0147,0.047619,0.001,0.498417,0.303333,1.0,0.032444,1.0,0.027
92.0,attacker[1],1,0.018,0.0168,0.053571,0.002,0.498,0.303333,1.0,0.291998,1.0,0.029
92.0,attacker[2],1,0.01,0.014,0.035714,0.002,0.497667,0.303333,1.0,0.0,1.0,0.025
93.0,ue[0],0,0.009,0.012,0.0375,0.008,0.500833,0.306667,1.0,0.0,1.0,0.018
93.0,ue[1],0,0.008,0.011,0.036364,0.006,0.500167,0.306667,1.0,0.0,1.0,0.022
93.0,ue[2],0,0.016,0.0102,0.078431,0.002,0.503333,0.306667,1.0,0.267067,1.0,0.018
93.0,ue[3],0,0.009,0.0099,0.045455,0.001,0.498417,0.306667,1.0,0.0,1.0,0.016
93.0,ue[4],0,0.008,0.009,0.044444,0.005,0.501417,0.306667,1.0,0.0,1.0,0.019
93.0,attacker[0],1,0.013,0.0152,0.042763,0.001,0.499583,0.306667,1.0,0.083935,1.0,0.027
93.0,attacker[1],1,0.016,0.0172,0.046512,0.002,0.498667,0.306667,1.0,0.267067,1.0,0.029
93.0,attacker[2],1,0.014,0.0139,0.05036,0.004,0.498167,0.306667,1.0,0.144979,1.0,0.025
94.0,ue[0],0,0.007,0.0115,0.030435,0.002,0.497667,0.31,1.0,0.0,1.0,0.018
94.0,ue[1],0,0.006,0.0112,0.026786,0.002,0.497333,0.31,1.0,0.0,1.0,0.022
94.0,ue[2],0,0.01,0.0107,0.046729,0.006,0.5015,0.31,1.0,0.0,1.0,0.018
94.0,ue[3],0,0.014,0.0102,0.068627,0.005,0.500083,0.31,1.0,0.163299,1.0,0.016
94.0,ue[4],0,0.007,0.0087,0.04023,0.001,0.498583,0.31,1.0,0.0,1.0,0.019
94.0,attacker[0],1,0.015,0.0152,0.049342,0.002,0.499667,0.31,1.0,0.217732,1.0,0.027
94.0,attacker[1],1,0.014,0.0163,0.042945,0.002,0.497333,0.31,1.0,0.163299,1.0,0.029
94.0,attacker[2],1,0.015,0.0143,0.052448,0.001,0.501583,0.31,1.0,0.217732,1.0,0.025
95.0,ue[0],0,0.007,0.0106,0.033019,0.0,0.498167,0.313333,1.0,0.0,1.0,0.018
95.0,ue[1],0,0.005,0.0104,0.024038,0.001,0.497583,0.313333,1.0,0.0,1.0,0.022
95.0,ue[2],0,0.006,0.0103,0.029126,0.004,0.497667,0.313333,1.0,0.0,1.0,0.018
95.0,ue[3],0,0.017,0.011,0.077273,0.003,0.503083,0.313333,1.0,0.116692,1.0,0.017
95.0,ue[4],0,0.008,0.0088,0.045455,0.001,0.498917,0.313333,1.0,0.0,1.0,0.019
95.0,attacker[0],1,0.017,0.0154,0.055195,0.002,0.501333,0.313333,1.0,0.116692,1.0,0.027
95.0,attacker[1],1,0.024,0.0179,0.067039,0.01,0.501167,0.313333,1.0,0.320903,1.0,0.029
95.0,attacker[2],1,0.02,0.0148,0.067568,0.005,0.50275,0.313333,1.0,0.204211,1.0,0.025
96.0,ue[0],0,0.009,0.0104,0.043269,0.002,0.4985,0.316667,1.0,0.0,1.0,0.018
96.0,ue[1],0,0.009,0.0102,0.044118,0.004,0.498833,0.316667,1.0,0.0,1.0,0.022
96.0,ue[2],0,0.007,0.0102,0.034314,0.001,0.496583,0.316667,1.0,0.0,1.0,0.018
96.0,ue[3],0,0.007,0.0105,0.033333,0.01,0.500833,0.316667,1.0,0.0,1.0,0.017
96.0,ue[4],0,0.016,0.0097,0.082474,0.008,0.501333,0.316667,1.0,0.196627,1.0,0.019
96.0,attacker[0],1,0.011,0.015,0.036667,0.006,0.5,0.316667,1.0,0.0,1.0,0.027
96.0,attacker[1],1,0.016,0.0178,0.044944,0.008,0.502,0.316667,1.0,0.196627,1.0,0.029
96.0,attacker[2],1,0.019,0.0154,0.061688,0.001,0.50325,0.316667,1.0,0.335423,1.0,0.025
97.0,ue[0],0,0.011,0.0109,0.050459,0.002,0.501167,0.32,1.0,0.0,1.0,0.018
97.0,ue[1],0,0.012,0.0104,0.057692,0.003,0.502083,0.32,1.0,0.02052,1.0,0.022
97.0,ue[2],0,0.005,0.0093,0.026882,0.002,0.497667,0.32,1.0,0.0,1.0,0.018
97.0,ue[3],0,0.005,0.0104,0.024038,0.002,0.496333,0.32,1.0,0.0,1.0,0.017
97.0,ue[4],0,0.009,0.0097,0.046392,0.007,0.502417,0.32,1.0,0.0,1.0,0.019
97.0,attacker[0],1,0.02,0.0153,0.065359,0.009,0.50025,0.32,1.0,0.348833,1.0,0.027
97.0,attacker[1],1,0.014,0.0181,0.038674,0.002,0.4985,0.32,1.0,0.102598,1.0,0.029
97.0,attacker[2],1,0.016,0.0153,0.052288,0.003,0.500583,0.32,1.0,0.184676,1.0,0.025
98.0,ue[0],0,0.006,0.01,0.03,0.005,0.500417,0.323333,1.0,0.0,1.0,0.018
98.0,ue[1],0,0.014,0.01,0.07,0.002,0.503167,0.323333,1.0,0.061199,1.0,0.022
98.0,ue[2],0,0.011,0.0094,0.058511,0.006,0.500167,0.323333,1.0,0.0,1.0,0.018
98.0,ue[3],0,0.007,0.0102,0.034314,0.002,0.496667,0.323333,1.0,0.0,1.0,0.017
98.0,ue[4],0,0.016,0.01,0.08,0.007,0.501083,0.323333,1.0,0.159117,1.0,0.019
98.0,attacker[0],1,0.016,0.0149,0.053691,0.004,0.501833,0.323333,1.0,0.159117,1.0,0.027
98.0,attacker[1],1,0.018,0.0179,0.050279,0.004,0.499,0.323333,1.0,0.257036,1.0,0.029
98.0,attacker[2],1,0.014,0.0155,0.045161,0.002,0.4985,0.323333,1.0,0.061199,1.0,0.025
99.0,ue[0],0,0.008,0.0095,0.042105,0.002,0.499,0.326667,1.0,0.0,1.0,0.018
99.0,ue[1],0,0.009,0.01,0.045,0.005,0.501417,0.326667,1.0,0.0,1.0,0.022
99.0,ue[2],0,0.007,0.0092,0.038043,0.004,0.5015,0.326667,1.0,0.0,1.0,0.018
99.0,ue[3],0,0.007,0.01,0.035,0.0,0.498667,0.326667,1.0,0.0,1.0,0.017
99.0,ue[4],0,0.005,0.01,0.025,0.011,0.49975,0.326667,1.0,0.0,1.0,0.019
99.0,attacker[0],1,0.014,0.015,0.046667,0.002,0.4995,0.326667,1.0,0.101081,1.0,0.027
99.0,attacker[1],1,0.016,0.0179,0.044693,0.002,0.4995,0.326667,1.0,0.171397,1.0,0.029
99.0,attacker[2],1,0.023,0.0155,0.074194,0.009,0.500083,0.326667,1.0,0.417507,1.0,0.025
100.0,ue[0],0,0.009,0.0089,0.050562,0.001,0.499917,0.33,1.0,0.0,1.0,0.018
100.0,ue[1],0,0.007,0.0093,0.037634,0.002,0.498167,0.33,1.0,0.0,1.0,0.022
100.0,ue[2],0,0.012,0.0096,0.0625,0.005,0.500917,0.33,1.0,0.128901,1.0,0.018
100.0,ue[3],0,0.005,0.009,0.027778,0.002,0.499833,0.33,1.0,0.0,1.0,0.017
100.0,ue[4],0,0.007,0.0097,0.036082,0.002,0.496167,0.33,1.0,0.0,1.0,0.019
100.0,attacker[0],1,0.011,0.0144,0.038194,0.003,0.498417,0.33,1.0,0.071611,1.0,0.027
100.0,attacker[1],1,0.017,0.0169,0.050296,0.001,0.50025,0.33,1.0,0.415347,1.0,0.029
100.0,attacker[2],1,0.01,0.0153,0.03268,0.013,0.500083,0.33,1.0,0.014322,1.0,0.025
101.0,ue[0],0,0.009,0.0092,0.048913,0.0,0.500333,0.333333,1.0,0.0,1.0,0.018
101.0,ue[1],0,0.011,0.0095,0.057895,0.004,0.498667,0.333333,1.0,0.0,1.0,0.022
101.0,ue[2],0,0.018,0.0106,0.084906,0.006,0.503667,0.333333,1.0,0.193866,1.0,0.018
101.0,ue[3],0,0.007,0.0086,0.040698,0.002,0.499833,0.333333,1.0,0.0,1.0,0.017
101.0,ue[4],0,0.019,0.0108,0.087963,0.012,0.5015,0.333333,1.0,0.240864,1.0,0.019
101.0,attacker[0],1,0.018,0.0149,0.060403,0.007,0.498917,0.333333,1.0,0.193866,1.0,0.027
101.0,attacker[1],1,0.016,0.0169,0.047337,0.001,0.50025,0.333333,1.0,0.09987,1.0,0.029
101.0,attacker[2],1,0.013,0.0154,0.042208,0.003,0.496917,0.333333,1.0,0.0,1.0,0.025
102.0,ue[0],0,0.008,0.0083,0.048193,0.001,0.500417,0.336667,1.0,0.0,1.0,0.018
102.0,ue[1],0,0.014,0.0095,0.073684,0.003,0.50125,0.336667,1.0,0.13484,1.0,0.022
102.0,ue[2],0,0.007,0.0099,0.035354,0.011,0.50125,0.336667,1.0,0.0,1.0,0.018
102.0,ue[3],0,0.007,0.0085,0.041176,0.0,0.500333,0.336667,1.0,0.0,1.0,0.017
102.0,ue[4],0,0.012,0.0107,0.056075,0.007,0.503083,0.336667,1.0,0.026968,1.0,0.019
102.0,attacker[0],1,0.017,0.0152,0.055921,0.001,0.501917,0.336667,1.0,0.296648,1.0,0.027
102.0,attacker[1],1,0.016,0.0167,0.047904,0.0,0.4995,0.336667,1.0,0.242712,1.0,0.029
102.0,attacker[2],1,0.011,0.0155,0.035484,0.002,0.498167,0.336667,1.0,0.0,1.0,0.025
103.0,ue[0],0,0.008,0.0082,0.04878,0.0,0.499667,0.34,1.0,0.0,1.0,0.018
103.0,ue[1],0,0.004,0.0091,0.021978,0.01,0.5,0.34,1.0,0.0,1.0,0.022
103.0,ue[2],0,0.011,0.0094,0.058511,0.004,0.498333,0.34,1.0,0.0,1.0,0.018
103.0,ue[3],0,0.01,0.0086,0.05814,0.003,0.501083,0.34,1.0,0.0,1.0,0.017
103.0,ue[4],0,0.009,0.0108,0.041667,0.003,0.500083,0.34,1.0,0.0,1.0,0.019
103.0,attacker[0],1,0.021,0.016,0.065625,0.004,0.502333,0.34,1.0,0.328989,1.0,0.027
103.0,attacker[1],1,0.019,0.017,0.055882,0.003,0.500583,0.34,1.0,0.254851,1.0,0.029
103.0,attacker[2],1,0.015,0.0156,0.048077,0.004,0.498833,0.34,1.0,0.106574,1.0,0.025
104.0,ue[0],0,0.015,0.009,0.083333,0.007,0.501417,0.343333,1.0,0.149606,1.0,0.018
104.0,ue[1],0,0.009,0.0094,0.047872,0.005,0.497917,0.343333,1.0,0.0,1.0,0.022
104.0,ue[2],0,0.006,0.009,0.033333,0.005,0.498083,0.343333,1.0,0.0,1.0,0.018
104.0,ue[3],0,0.006,0.0078,0.038462,0.004,0.500833,0.343333,1.0,0.0,1.0,0.017
104.0,ue[4],0,0.008,0.0109,0.036697,0.001,0.497917,0.343333,1.0,0.0,1.0,0.019
104.0,attacker[0],1,0.021,0.0166,0.063253,0.0,0.502833,0.343333,1.0,0.397229,1.0,0.027
104.0,attacker[1],1,0.012,0.0168,0.035714,0.007,0.499583,0.343333,1.0,0.025794,1.0,0.029
104.0,attacker[2],1,0.014,0.0155,0.045161,0.001,0.501583,0.343333,1.0,0.108335,1.0,0.025
105.0,ue[0],0,0.013,0.0096,0.067708,0.002,0.502833,0.346667,1.0,0.0,1.0,0.018
105.0,ue[1],0,0.012,0.0101,0.059406,0.003,0.500417,0.346667,1.0,0.0,1.0,0.022
105.0,ue[2],0,0.01,0.0094,0.053191,0.004,0.498,0.346667,1.0,0.0,1.0,0.018
105.0,ue[3],0,0.011,0.0072,0.076389,0.005,0.50025,0.346667,1.0,0.0,1.0,0.017
105.0,ue[4],0,0.013,0.0114,0.057018,0.005,0.498583,0.346667,1.0,0.0,1.0,0.019
105.0,attacker[0],1,0.016,0.0165,0.048485,0.005,0.499917,0.346667,1.0,0.235155,1.0,0.027
105.0,attacker[1],1,0.016,0.016,0.05,0.004,0.4985,0.346667,1.0,0.235155,1.0,0.029
105.0,attacker[2],1,0.016,0.0151,0.05298,0.002,0.501,0.346667,1.0,0.235155,1.0,0.025
106.0,ue[0],0,0.015,0.0102,0.073529,0.002,0.501833,0.35,1.0,0.154919,1.0,0.018
106.0,ue[1],0,0.006,0.0098,0.030612,0.006,0.5,0.35,1.0,0.0,1.0,0.022
106.0,ue[2],0,0.014,0.0101,0.069307,0.004,0.502,0.35,1.0,0.10328,1.0,0.018
106.0,ue[3],0,0.011,0.0076,0.072368,0.0,0.501667,0.35,1.0,0.0,1.0,0.017
106.0,ue[4],0,0.006,0.0104,0.028846,0.007,0.499917,0.35,1.0,0.0,1.0,0.019
106.0,attacker[0],1,0.015,0.0169,0.044379,0.001,0.497917,0.35,1.0,0.154919,1.0,0.027
106.0,attacker[1],1,0.012,0.0156,0.038462,0.004,0.499167,0.35,1.0,0.0,1.0,0.029
106.0,attacker[2],1,0.017,0.0149,0.057047,0.001,0.501583,0.35,1.0,0.258199,1.0,0.025
107.0,ue[0],0,0.007,0.0098,0.035714,0.008,0.4995,0.353333,1.0,0.0,1.0,0.018
107.0,ue[1],0,0.011,0.0097,0.056701,0.005,0.500083,0.353333,1.0,0.0,1.0,0.022
