sim_time,node,node_type,pkt_rate,pkt_size,interval,dest_port,burst_ratio,cell_zscore,is_attacker,f1_pkt_rate,f2_pkt_size,f3_interval,f4_burst,f5_zscore
6.09,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.13,ue[1],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
6.19,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.23,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.28,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.28,ue[2],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
6.35,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.35,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.37,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.51,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.51,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.51,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.53,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.54,ue[0],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
6.56,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.59,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.61,ue[0],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
6.61,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.65,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.67,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.73,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.73,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.78,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.8,ue[0],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
6.82,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.82,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.87,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.87,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.9,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.92,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.92,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.92,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.96,ue[0],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
6.96,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
6.97,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.01,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.01,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.01,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.02,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.08,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.08,ue[2],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
7.08,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.08,ue[4],normal,400,512,0.1,0,1,0,0,0.26666668,0.34133333,0.0,0.05,0.0
7.09,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.09,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.13,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.22,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.22,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.24,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.26,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.28,ue[1],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
7.3,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.31,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.31,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.35,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.35,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.35,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.39,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.48,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.54,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.59,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.64,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.69,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.72,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.72,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.74,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.74,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.78,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.78,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.78,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.8,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.81,ue[3],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
7.83,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.9,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.94,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.96,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
7.96,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.02,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.02,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.08,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.1,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.13,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.18,ue[1],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
8.22,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.24,ue[1],normal,300,512,0.1,0,1,0,0,0.2,0.34133333,0.0,0.05,0.0
8.24,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.26,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.26,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.35,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.35,ue[1],normal,300,512,0.1,0,1,0,0,0.2,0.34133333,0.0,0.05,0.0
8.35,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.35,ue[3],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
8.35,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.38,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.38,ue[3],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
8.47,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.47,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.48,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.49,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.55,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.55,ue[3],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
8.58,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.58,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.61,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.61,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.63,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.64,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.65,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.73,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.73,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.73,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.74,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.74,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.76,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.76,ue[4],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
8.83,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.83,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.84,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.87,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.92,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.92,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.97,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.97,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.97,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
8.98,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.02,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.06,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.08,ue[0],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
9.09,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.09,ue[4],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
9.1,ue[1],normal,300,512,0.1,0,1,0,0,0.2,0.34133333,0.0,0.05,0.0
9.12,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.21,ue[0],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
9.21,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.21,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.27,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.27,ue[1],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
9.29,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.32,ue[2],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
9.35,ue[2],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
9.35,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.37,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.39,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.46,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.5,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.54,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.54,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.54,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.57,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.57,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.58,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.59,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.61,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.62,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.66,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.68,ue[1],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
9.68,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.69,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.69,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.69,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.75,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.75,ue[2],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
9.79,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.83,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.88,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.88,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.91,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.91,ue[2],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
9.91,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.92,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.95,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
9.97,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.04,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.06,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.06,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.06,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.1,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.14,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.15,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.2,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.2,ue[4],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
10.21,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.23,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.26,ue[4],normal,300,512,0.1,0,1,0,0,0.2,0.34133333,0.0,0.05,0.0
10.28,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.29,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.31,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.31,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.31,ue[4],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
10.39,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.43,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.43,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.43,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.48,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.48,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.48,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.49,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.5,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.57,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.61,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.7,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.71,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.73,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.73,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.74,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.81,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.81,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.81,ue[3],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
10.84,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.88,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.94,ue[2],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
10.94,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.95,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
10.96,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.03,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.03,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.03,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.06,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.1,ue[2],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
11.11,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.12,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.15,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.15,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.15,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.15,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.23,ue[0],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
11.23,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.24,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.27,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.27,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.31,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.35,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.39,ue[1],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
11.44,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.44,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.45,ue[2],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
11.48,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.52,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.52,ue[4],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
11.53,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.54,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.54,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.55,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.59,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.63,ue[1],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.63,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.63,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.68,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.73,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.73,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.78,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.78,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.82,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.82,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.84,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.86,ue[3],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.88,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.94,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.94,ue[4],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.95,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
11.98,ue[2],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
12.01,ue[0],normal,200,512,0.1,0,1,0,0,0.13333334,0.34133333,0.0,0.05,0.0
12.05,ue[0],normal,100,512,0.1,0,1,0,0,0.06666667,0.34133333,0.0,0.05,0.0
